"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Codebook Adaptation for Quantized MIMO Beamforming Systems","R. Samanta; R. W. Heath","Wireless Networking and Communications Group, Department of Electrical and Computer Engineering, University of Texas, Austin, USA; Wireless Networking and Communications Group, Department of Electrical and Computer Engineering, University of Texas, Austin, USA","Conference Record of the Thirty-Ninth Asilomar Conference onSignals, Systems and Computers, 2005.","13 Mar 2006","2005","","","376","380","Quantized multiple-input multiple-output (MIMO) beamforming systems use predesigned codebooks for the quantization of transmit beamforming vectors. The quantized vector, which is conveyed to the transmitter using a low-rate feedback channel, is used for transmission to provide significant diversity and array gain. The codebook for quantization is a function of the channel distribution, and is typically designed for fixed channel distributions. In this paper, we propose a channel adaptive feedback strategy for arbitrary channel distributions, and present a simple codebook design methodology based on the channel statistics. The codebook for quantization is dynamically chosen rom a structured set of pre-designed codebooks, called the code set, wherein all codebooks are derived from one mother codebook. Simulations illustrate that the proposed method can improve error rate performance in correlated and/or channels with strongly line-of-sight components","1058-6393","1-4244-0131-3","10.1109/ACSSC.2005.1599772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1599772","","MIMO;Array signal processing;Quantization;Feedback;Transmitters;Diversity reception;Statistical distributions;Design methodology;Covariance matrix;Fading","channel coding;diversity reception;error statistics;feedback;MIMO systems","codebook adaptation;quantized MIMO beamforming systems;multiple-input multiple-output;codebooks;low-rate feedback channel;diversity gain;array gain;channel distribution;channel adaptive feedback strategy;codebook design methodology;error rate performance","","23","22","17","","13 Mar 2006","","","IEEE","IEEE Conferences"
"Scene adaptive vector quantization","Yonggang Du",Zug AG Switzerland,"Third International Conference on Image Processing and its Applications, 1989.","6 Aug 2002","1989","","","571","575","A scene adaptive VQ-scheme for 8*8 blocks is proposed. The dimension is reduced by thresholding DCT-transformed block components. A classification in activity and energy concentration as well as an edge detector is used for setting the threshold value. Supra-threshold DCT-coefficients are quantized by several vector quantizers using gain/shape-separation and a multistage technique. Both the frequency response and the masking effect of the human visual system are utilized by the VQ.<>","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=132193","","Data compression;Encoding;Image processing","data compression;encoding;picture processing","supra-threshold DCT-coefficients;discrete cosine transform;image coding;vector quantization;scene adaptive VQ-scheme;8*8 blocks;dimension;thresholding DCT-transformed block components;classification;activity;energy concentration;edge detector;threshold value;gain/shape-separation;multistage technique;frequency response;masking effect;human visual system","","","3","","","6 Aug 2002","","","IET","IET Conferences"
"Beampattern Synthesis Using Quantized Phase Control via Multi-Point Iterative Gradient Descent","W. Peng; L. Xie; J. Shi; T. Gu; Z. He","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Communications Letters","9 Mar 2022","2022","26","3","647","651","The finite resolution phase shifters pose significant challenges for the beampattern synthesis. In this letter, we propose a novel joint multi-point control and iterative gradient descent (MIGD) algorithm, which aims to minimize the performance losses caused by phase quantization and can be solved efficiently. The deviation caused by quantization is firstly minimized as objective function in optimization problem. Then, an explicit solution of weight vector is obtained by utilizing the iterative gradient descent method. To make sure that the beampattern can be synthesized to the desired one by the weight vector, a multi-point control method is combined during the iteration. Representative examples are presented to illustrate the effectiveness and superiority of the proposed algorithm.","1558-2558","","10.1109/LCOMM.2021.3135450","National Natural Science Foundation of China(grant numbers:62031007,62101101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9648341","Array beampattern synthesis;iterative gradient descent;phase quantization;optimization theory","Quantization (signal);Phase shifters;Optimization;Phased arrays;Iterative algorithms;Precoding;Matrix decomposition","antenna arrays;antenna radiation patterns;array signal processing;gradient methods;phase control;quantisation (signal);radiocommunication;telecommunication control","weight vector;multipoint control method;beampattern synthesis;quantized phase control;finite resolution phase shifters;multipoint iterative gradient descent method;MIGD algorithm;objective function;optimization problem","","","","17","IEEE","13 Dec 2021","","","IEEE","IEEE Journals"
"Polyblock Algorithm-Based Robust Beamforming for Downlink Multi-User Systems With Per-Antenna PowerConstraints","M. Ding; H. Luo; W. Chen","Sharp Laboratories of China Co., Ltd., Shanghai, China; College of Information, Mechanical and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Engineering and Automation, Shanghai Jiao Tong University, Shanghai, China","IEEE Transactions on Wireless Communications","8 Aug 2014","2014","13","8","4560","4573","In this paper, we investigate the robust beamforming for multi-user multiple-input single-output systems under quantized channel direction information (CDI) with per-antenna power constraints. The robustness of the considered beamforming design is achieved in the sense that the stochastic interference leakage is below a certain level by a given probability. Our design objective is to maximize the expectation of the weighted sum-rate performance. From the discussion of the non-robust optimal beamforming based on the polyblock algorithm, we propose a robust beamforming scheme for the quantized CDI case with per-antenna power constraints. In the proposed beamforming scheme, we use Jensen's inequality to generate a tractable feasibility problem for the polyblock algorithm and apply the semi-definite programming relaxation, as well as the randomization technique to find its approximate rank-one matrix solution and user equipments' beamforming vectors. Simulation results show that substantial gains can be achieved by the proposed scheme compared with the existing schemes in terms of the average weighted sum-rate performance. Although very high complexity is required for the implementation of the proposed scheme, it stands as a good benchmark for robust beamforming designs.","1558-2248","","10.1109/TWC.2014.2335193","Sharp Laboratories of China Co., Ltd.; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6847698","Multi-user;robust beamforming;per-antenna power constraints;quantized CDI;polyblock algorithm;weighted sum-rate","Array signal processing;Robustness;Vectors;Interference;Quantization (signal);Wireless communication;Algorithm design and analysis","antenna arrays;array signal processing;radiofrequency interference","polyblock algorithm-based robust beamforming;downlink multiuser system;per-antenna power constraint;quantized channel direction information;stochastic interference leakage;weighted sum-rate performance;Jensen's inequality;semidefinite programming relaxation;randomization technique;approximate rank-one matrix solution","","8","","37","IEEE","2 Jul 2014","","","IEEE","IEEE Journals"
"Off-line handwritten Chinese character recognition as a compound Bayes decision problem","Pak-Kwong Wong; Chorkiri Chan","Department of Computer Science and Information Systems, University of Hong Kong, Hong Kong, China; Department of Computer Science and Information Systems, University of Hong Kong, Hong Kong, China","IEEE Transactions on Pattern Analysis and Machine Intelligence","6 Aug 2002","1998","20","9","1016","1023","A handwritten Chinese character off-line recognizer based on contextual vector quantization (CVQ) of every pixel of an unknown character image has been constructed. Each template character is represented by a codebook. When an unknown image is matched against a template character, each pixel of the image is quantized according to the associated codebook by considering not just the feature vector observed at each pixel, but those observed at its neighbors and their quantization as well. Structural information such as stroke counts observed at each pixel are captured to form a cellular feature vector. Supporting a vocabulary of 4616 simplified Chinese characters and alphanumeric and punctuation symbols, the writer-independent recognizer has an average recognition rate of 77.2 percent. Three statistical language models for postprocessing have been studied for their effectiveness in upgrading the recognition rate of the system. Among them, the CVQ-based language model is the most effective one upgrading the recognition rate by 10.4 percent on the average.","1939-3539","","10.1109/34.713366","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=713366","","Character recognition;Image recognition;Pattern recognition;Hidden Markov models;Handwriting recognition;Pixel;Natural languages;Text recognition;Quantization;Vocabulary","character recognition;vector quantisation;image matching;image segmentation;image coding;Bayes methods","handwritten Chinese characters;character recognition;compound Bayes decision;contextual vector quantization;template character;codebook;image matching;word segmentation;Chinese language modelling;cellular feature vector;stroke counts","","29","","22","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Online training methods for Gaussian Mixture Vector Quantizers","E. R. Duni; B. D. Rao","Department of Electrical and Computer Engineering, University of California, San Diego, CA, USA; Department of Electrical and Computer Engineering, University of California, San Diego, CA, USA","2008 IEEE International Conference on Acoustics, Speech and Signal Processing","12 May 2008","2008","","","4785","4788","This paper presents techniques relevant to the online training of Gaussian mixture vector quantizer (GMVQ) systems. techniques for learning from quantized data are considered, which enables online training configurations wherein the training is carried out remotely from the encoder. Next, methods for recursive training are presented, which eliminate the need to store large databases of example data, and also enable adaptive operation of the GMVQ system. These techniques are demonstrated on the problem of wideband speech spectrum quantization, and the performance losses due to the use of quantized training data are experimentally quantified as a function of the bit rate.","2379-190X","978-1-4244-1483-3","10.1109/ICASSP.2008.4518727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4518727","Quantization;Speech coding;Speech communication;Adaptive systems;Recursive estimation","Databases;Buffer storage;Speech coding;Decoding;Wideband;Quantization;Context;Statistics;Frequency synchronization;Performance loss","Gaussian processes;learning (artificial intelligence);speech coding;vector quantisation","online training methods;Gaussian mixture vector quantizers;data quantization;recursive training;wideband speech spectrum quantization;performance losses","","","","8","","12 May 2008","","","IEEE","IEEE Conferences"
"Adaptive Video Error Concealment Using Reversible Data Hiding","Y. Yao; W. Zhang; N. Yu","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China","2012 Fourth International Conference on Multimedia Information Networking and Security","10 Jan 2013","2012","","","658","661","Video transmission in error-prone networks suffers bit errors and packet losses that degrade the decoded video quality. In this paper, a video error concealment scheme based on H.264/AVC is proposed to enhance the error robustness using reversible data hiding. At the encoder, motion vectors of macro blocks belonging to the region of interest (ROI) are embedded into the background region within the same frame. The histogram modification technique based on quantized DCT coefficients of coded macro blocks is used to achieve loss less recovery after data extraction. If a macro block in the ROI is found missing at the decoder, the embedded motion vector can be extracted from the corresponding host macro block for the recovery of the missing macro block. This proposed scheme makes a tradeoff between error concealment performance and compression efficiency. Experimental results show the better reconstructed video quality can be achieved compared with the related error concealment methods.","2162-8998","978-1-4673-3093-0","10.1109/MINES.2012.56","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405786","Error concealment;reversible data hiding;motion vector;FMO;video transmission","Video coding;Vectors;Discrete cosine transforms;Bit rate;PSNR","adaptive decoding;data encapsulation;discrete cosine transforms;error statistics;video coding","adaptive video error concealment scheme;reversible data hiding;video transmission;error-prone networks;bit errors;packet losses;decoded video quality;H.264/AVC;error robustness;region of interest;background region;histogram modification technique;quantized DCT coefficients;data extraction;embedded motion vector","","8","","16","","10 Jan 2013","","","IEEE","IEEE Conferences"
"Cyber attacks on estimation sensor networks and iots: Impact, mitigation and implications to unattacked systems","J. Zhang; R. S. Blum; L. Kaplan","EE dapartment, Columbia University, New York, NY, USA; ECE department, Lehigh University, Bethlehem, PA, USA; U.S. Army Research Lab., Adelphi, MD, USA","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","19 Jun 2017","2017","","","3316","3320","Estimation of an unknown deterministic vector from quantized sensor data is considered in the presence of spoofing and man-in-the-middle attacks. First, asymptotically optimum processing, which identifies and categorizes the attacked sensors into different groups according to distinct types of attacks, is outlined in the face of man-in-the-middle attacks. Necessary and sufficient conditions are provided under which utilizing the attacked sensor data will lead to better estimation performance when compared to approaches where the attacked sensors are ignored. Next, necessary and sufficient conditions are provided under which spoofing attacks provide a guaranteed attack performance in terms of the Cramer-Rao Bound regardless of the processing the estimation system employs. It is shown that it is always possible to construct such a highly desirable attack by properly employing an attack vector parameter having a sufficiently large dimension relative to the number of quantization levels employed, which was not observed previously. For unattacked quantized estimation systems, a general limitation on the dimension of a vector parameter which can be accurately estimated is uncovered.","2379-190X","978-1-5090-4117-6","10.1109/ICASSP.2017.7952770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7952770","Distributed parameter estimation;man-in-the-middle attack;spoofing attack;Cramer-Rao Bound;sensor network","Quantization (signal);Radar;Iron;Sufficient conditions;Cramer-Rao bounds;Internet of Things","computer network security;Internet of Things;parameter estimation;quantisation (signal);wireless sensor networks","cyber attacks;estimation sensor networks;IOT;unknown deterministic vector estimation;quantized sensor data;man-in-the-middle attacks;spoofing attack;asymptotic optimum processing;sufficient conditions;necessary conditions;Cramer-Rao bound;attack vector parameter;quantization levels;unattacked quantized estimation systems;Internet of Things","","4","","16","IEEE","19 Jun 2017","","","IEEE","IEEE Conferences"
"Performance of Quantized Equal Gain Transmission With Noisy Feedback Channels","C. R. Murthy; J. Zheng; B. D. Rao","Department of Electrical and Computer Engineering, Indian Institute of Science, Bangalore, India; Broadcom, Inc., San Diego, CA, USA; Department of Electrical and Computer Engineering, University of California, La Jolla, CA, USA","IEEE Transactions on Signal Processing","16 May 2008","2008","56","6","2451","2460","In this paper, new results and insights are derived for the performance of multiple-input, single-output systems with beamforming at the transmitter, when the channel state information is quantized and sent to the transmitter over a noisy feedback channel. It is assumed that there exists a per-antenna power constraint at the transmitter, hence, the equal gain transmission (EGT) beamforming vector is quantized and sent from the receiver to the transmitter. The loss in received signal-to-noise ratio (SNR) relative to perfect beamforming is analytically characterized, and it is shown that at high rates, the overall distortion can be expressed as the sum of the quantization-induced distortion and the channel error-induced distortion, and that the asymptotic performance depends on the error-rate behavior of the noisy feedback channel as the number of codepoints gets large. The optimum density of codepoints (also known as the point density) that minimizes the overall distortion subject to a boundedness constraint is shown to be the same as the point density for a noiseless feedback channel, i.e., the uniform density. The binary symmetric channel with random index assignment is a special case of the analysis, and it is shown that as the number of quantized bits gets large the distortion approaches the same as that obtained with random beamforming. The accuracy of the theoretical expressions obtained are verified through Monte Carlo simulations.","1941-0476","","10.1109/TSP.2007.914967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4494457","Channel state quantization;feedback communication;equal gain transmission","Performance gain;Array signal processing;Transmitters;Distortion;Signal to noise ratio;Channel state information;State feedback;Signal analysis;Performance analysis;Performance loss","array signal processing;Monte Carlo methods;quantisation (signal);telecommunication channels","quantized equal gain transmission;feedback channel;multiple-input single-output system;beamforming;signal-to-noise ratio;quantization-induced distortion;channel error-induced distortion;asymptotic performance;Monte Carlo simulation","","14","","44","","16 May 2008","","","IEEE","IEEE Journals"
"Quantized Consensus","A. Kashyap; T. Basar; R. Srikant","Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA","2006 IEEE International Symposium on Information Theory","26 Dec 2006","2006","","","635","639","We study the distributed averaging problem on arbitrary connected graphs, with the additional constraint that the value at each node is an integer. This discretized distributed averaging problem models averaging in a network with finite capacity channels (and in this form has applications to distributed detection in sensor networks) and load balancing in a processor network. We describe simple randomized distributed algorithms which achieve consensus to the extent that the discrete nature of the problem permits.","2157-8117","1-4244-0505-X","10.1109/ISIT.2006.261862","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4036040","","Distributed algorithms;Convergence;Channel capacity;Capacitive sensors;Load management;Vectors","channel capacity;graph theory;quantisation (signal);wireless sensor networks","quantized consensus;distributed averaging problem;finite capacity channel;distributed detection;sensor networks;load balancing;processor network;randomized distributed algorithms","","31","","21","","26 Dec 2006","","","IEEE","IEEE Conferences"
"Face Recognition by Multi-resolution Curvelet Transform on Bit Quantized Facial Images","A. Majumdar; A. Bhattacharya",Price WaterhouseCoopers Limited; Price WaterhouseCoopers Limited,"International Conference on Computational Intelligence and Multimedia Applications (ICCIMA 2007)","7 Jan 2008","2007","2","","209","213","Multiresolution ideas notably the wavelet transform have been profusely employed for addressing problems in face recognition and other problems in computer vision. However, theoretical studies indicate that wavelets are not the ideal image descriptors; they have very crude directional representations and are not anisotropic. A recent development called the Curvelet Transform tries to overcome these shortcomings of wavelets. In this paper, we propose a multiresolution Curvelet based method for face recognition. Recognition will be done in three steps. In the first step the original 8 bit image is quantized to 4 bit and 2 bit representations. In the second step, each of the 3 different resolved versions of the image are subjected to Curvelet transform at five different resolutions. The approximate Curvelet coefficients at each resolution represent a different feature set. In the last step these fifteen (three bit resolved version x five resolutions) sets of coefficients are then used to train separate Support Vector Machines. During testing, the results of the fifteen SVMs are fused to determine the final result.","","0-7695-3050-8","10.1109/ICCIMA.2007.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4426695","","Face recognition;Spatial resolution;Image resolution;Humans;Application software;Wavelet transforms;Computer vision;Anisotropic magnetoresistance;Image representation;Quantization","","","","4","","5","","7 Jan 2008","","","IEEE","IEEE Conferences"
"Generalized and Extended Subspace Algorithms for Error Correction with Quantized DFT Codes","M. Vaezi; F. Labeau","Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada; Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada","IEEE Transactions on Communications","26 Feb 2014","2014","62","2","410","422","Discrete Fourier transform (DFT) codes have been used to provide robustness against errors and erasures in various applications. This paper focuses on improving error localization of the Bose-Chaudhuri-Hocquenghem (BCH) DFT codes. First, we analyze how the subspace-based error localization outperforms the coding-theoretic one. Then, we propose an extension of the subspace-based error localization, based on additional syndrome, that improves the existing one and is naturally suitable for rate-adaptive distributed source coding (DSC). Further, we propose a new generic subspace-based algorithm to decode BCH-DFT codes. The proposed approach generalizes the encoding and decoding of this important class of DFT codes. It introduces many different decoding matrices for a DFT code; this diversity is then used to diminish the effect of the quantization noise and thus to improve the decoding. Finally, the extended and generalized approaches are combined to maximize the decoding gain. Simulation results demonstrate the capability of the proposed algorithms to perform significantly better than the existing subspace-based error localization, in the presence of quantization noise.","1558-0857","","10.1109/TCOMM.2014.010414.130440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6712182","BCH-DFT codes;subspace error localization;distributed source coding;channel coding;rate-adaptive codes","Discrete Fourier transforms;Decoding;Polynomials;Quantization (signal);Noise;Vectors;Source coding","BCH codes;decoding;discrete Fourier transforms;error correction codes;matrix algebra;quantisation (signal);source coding","error correction;quantized DFT codes;discrete Fourier transform codes;Bose-Chaudhuri-Hocquenghem DFT codes;subspace-based error localization;coding-theoretic one;rate-adaptive distributed source coding;generic subspace-based algorithm;BCH-DFT codes;encoding;decoding matrices;quantization noise;decoding gain","","3","","32","IEEE","14 Jan 2014","","","IEEE","IEEE Journals"
"MMSE Multiuser Receiver for Uniformly Quantized Synchronous CDMA Signals in AWGN Channels","C. -H. Yih","Department of Electrical Engineering, Tamkang University, Tamsui, Taiwan","IEEE Communications Letters","4 Sep 2007","2007","11","9","705","707","We analyze and design the minimum mean-square error (MMSE) multiuser receiver for uniformly quantized synchronous code division multiple access (CDMA) signals in additive white Gaussian noise (AWGN) channels. The input-output relationship of the quantizer is represented by the gain-plus-additive-noise model. Based on this model, we derive the weight vector and the output signal-to-interference ratio (SIR) of the MMSE receiver. The effects of quantization on the MMSE receiver performance is characterized in a single parameter named ""equivalent noise variance"" which is a function of the sum of each active user's signal-to-noise ratio (SNR), processing gain, and the number of quantization levels. The optimal quantizer stepsize which maximizes the MMSE receiver output SNR is also determined. Simulation results validate the accuracy of our analysis.","1558-2558","","10.1109/LCOMM.2007.070584","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4299409","","Code division multiplexing;AWGN channels;Signal to noise ratio;Multiaccess communication;Additive white noise;Quantization;Signal analysis;Signal design;Active noise reduction;Gaussian noise","AWGN channels;code division multiple access;mean square error methods;multiuser detection;quantisation (signal)","signal-to-interference ratio;gain-plus-additive-noise model;input-output relationship;Gaussian noise channel;AWGN channel;code division multiple access;synchronous CDMA signal;multiuser receiver;minimum mean-square error","","3","","8","","4 Sep 2007","","","IEEE","IEEE Journals"
"Quantized neuronal modeling: Quantum gate structure in Elman networks","P. Li; Y. Chai; Q. Xiong","College of Automation, ChongQing University, China; College of Automation, ChongQing University, China; College of Automation, ChongQing University, China","The Fourth International Workshop on Advanced Computational Intelligence","1 Mar 2012","2011","","","315","320","This paper investigates the model of Elman network with quantum gate architecture and it's online learning algorithm. The new neural structure, compared with the conventional Elman network (CEN), contains a quantum map layer which can be used for solving the pattern mismatch between the context layer and the input layer. A corresponding training algorithm for this new neural architecture is also presented, as opposed to the standard back-propagation (BP) learning algorithm for ENs. According to the new learning laws, the rotation parameter and the reversal parameter of the quantum gate are updated based on gradient-descent methods. The numerical experiment shows that the proposed network has better generalization performance and faster convergence speed than conventional Elman networks.","","978-1-61284-375-9","10.1109/IWACI.2011.6160023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6160023","","Neurons;Vectors;Logic gates;Training;Context;Quantum computing;Biological neural networks","backpropagation;gradient methods;learning (artificial intelligence);recurrent neural nets","quantized neuronal modeling;quantum gate structure;quantum gate architecture;online learning algorithm;conventional Elman network;pattern mismatch;context layer;input layer;neural architecture;standard backpropagation learning algorithm;gradient descent methods;convergence speed","","3","","14","","1 Mar 2012","","","IEEE","IEEE Conferences"
"Ergodic Capacity of Multi-User MIMO Systems Using Pilot-Based Channel Estimation, Quantized Feedback and Outdated Feedback as Well as User Selection","F. Jin; L. Hanzo","School of ECS, University of Southampton, UK; School of ECS, University of Southampton, UK","2012 IEEE Vehicular Technology Conference (VTC Fall)","31 Dec 2012","2012","","","1","5","We derive the ergodic channel capacity of a closed-loop MIMO broadcast system under both random user selection (RUS) and semi-orthogonal user selection (SUS) principles, when considering the effects of channel estimation errors, channel state information (CSI) quantization errors and CSI feedback-delay. We intend to answer the question of ""How many simultaneous users should be active in a time slot in order to achieve the maximum sum-rate in a MIMO broadcast system?"". It is shown that we should refrain from supporting full-rank transmissions due to the excess inter-user interference caused by imperfect CSI at both the receiver and transmitter under RUS. By contrast, full-rank transmissions may be feasible under the SUS principle. An approximate ergodic capacity equation is also derived for RUS, and then an adaptive-rank transmission strategy is derived, which is capable of maximizing the achievable ergodic capacity.","1090-3038","978-1-4673-1881-5","10.1109/VTCFall.2012.6399232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6399232","","Signal to noise ratio;Approximation methods;Channel estimation;Vectors;MIMO;Quantization;Delay","broadcast channels;channel capacity;channel estimation;closed loop systems;feedback;interference (signal);MIMO communication;multiuser channels;radio receivers;radio transmitters;random processes","multiuser MIMO systems;pilot-based channel estimation;quantized feedback;outdated feedback;ergodic channel capacity;closed-loop MIMO broadcast system;random user selection;RUS principles;semiorthogonal user selection priciple;SUS principles;channel estimation errors;channel state information quantization errors;CSI quantization errors;CSI feedback-delay;full-rank transmissions;interuser interference;radio receiver;radio transmitter;ergodic capacity equation;adaptive-rank transmission strategy","","2","","8","","31 Dec 2012","","","IEEE","IEEE Conferences"
"Control of quantized multi-agent systems with linear nearest neighbor rules: A finite field approach","S. Sundaram; C. N. Hadjicostis","GRASP Laboratory, Department of Electrical and Systems Engineering, University of Pennsylvania, USA; Department of Electrical and Computer Engineering, University of Cyprus, Cyprus","Proceedings of the 2010 American Control Conference","29 Jul 2010","2010","","","1003","1008","We study the problem of controlling a multi-agent system where each agent is only allowed to be in a discrete and finite set of states. Each agent is capable of updating its state based on the states of its neighbors, and there is a leader agent in the network that is allowed to update its state in arbitrary ways (within the discrete set) in order to put all agents in a desired state. We present a novel solution to this problem by viewing the discrete states of the system as elements of a finite field. Specifically, we develop a theory of structured linear systems over finite fields, and show that such systems will be controllable provided that the size of the finite field is sufficiently large, and that the graph associated with the system satisfies certain properties. We then use these results to show that a multi-agent system with a leader node is controllable via a linear nearest-neighbor update as long as there is a path from the leader to every node, and that the number of discrete states for each node is large enough.","2378-5861","978-1-4244-7427-1","10.1109/ACC.2010.5530721","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5530721","","Control systems;Multiagent systems;Nearest neighbor searches;Galois fields;Linear systems;Network topology;Quantization;Vectors;Size control;Systems engineering and theory","graph theory;linear systems;multi-agent systems;multi-robot systems","quantized multi-agent systems;linear nearest neighbor rules;leader agent;discrete states;structured linear systems;finite field approach","","2","","21","","29 Jul 2010","","","IEEE","IEEE Conferences"
"Adaptive filter improvement using randomly quantized coefficients","H. Dedieu; F. Castanie","GAPSE/ENSEEIHT, Toulouse, France; GAPSE/ENSEEIHT, Toulouse, France","ICASSP '85. IEEE International Conference on Acoustics, Speech, and Signal Processing","29 Jan 2003","1985","10","","1743","1746","The paper is devoted to an analysis of the improvement brought to quantized LMS adaptive filters by the introduction of Random Quantization. In the first section, the deterministic quantization effects are reviewed. The second section deals with an introduction to Random Quantization and theoretical results on weight vector covariance and output noise analysis. The third section gives simulation results for a single channel equalizer application, in close agreement with the theoretical results. A controlled Random Quantization is then introduced. This makes it possible to benefit from the advantages of both deterministic and Random Quantization.","","","10.1109/ICASSP.1985.1168063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1168063","","Adaptive filters;Quantization;Least squares approximation;Convergence;Random variables;Reactive power;Equalizers;Displays;Noise figure;Signal to noise ratio","","","","2","","10","","29 Jan 2003","","","IEEE","IEEE Conferences"
"Neighbourhood approach to bisimulation in state abstraction for quantized domains","B. Papis; A. Pacut","Institute of Control and Computation Engineering, Warsaw University of Technology; Institute of Control and Computation Engineering, Warsaw University of Technology","2014 19th International Conference on Methods and Models in Automation and Robotics (MMAR)","20 Nov 2014","2014","","","566","571","State abstraction [1] is one of solutions to the curse of dimensionality [2] problem, and possibly allows real-life application of AI algorithms. We present a new state abstraction algorithm inspired by stimulus discrimination theory from behavioral psychology [3], [4] and by current work on bisimulation theory as applied to reinforcement learning [5], [6], [7]. The new way of comparing state abstractions with the proposed notion of the ambiguity coefficient is evaluated on a well known Coffee Task domain. It is also a foundation for applying bisimulation approach to continuous domains.","","978-1-4799-5081-2","10.1109/MMAR.2014.6957416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957416","","Abstracts;Vectors;Aerospace electronics;Indexes;Robots;Heuristic algorithms;Context","learning (artificial intelligence);Markov processes","neighbourhood approach;state abstraction;quantized domain;curse-of-dimensionality problem;AI algorithms;artificial intelligence;stimulus discrimination theory;behavioral psychology;bisimulation theory;reinforcement learning;coffee task domain;ambiguity coefficient","","1","","29","","20 Nov 2014","","","IEEE","IEEE Conferences"
