"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Binary codes for tagging x-ray images via deep de-noising autoencoders","A. Sze-To; H. R. Tizhoosh; A. K. C. Wong","Systems Design Engineering, University of Waterloo, Waterloo, Ontario, Canada; KIMIA Lab, University of Waterloo, Waterloo, Ontario, Canada; Systems Design Engineering, University of Waterloo, Waterloo, Ontario, Canada","2016 International Joint Conference on Neural Networks (IJCNN)","3 Nov 2016","2016","","","2864","2871","A Content-Based Image Retrieval (CBIR) system which identifies similar medical images based on a query image can assist clinicians for more accurate diagnosis. The recent CBIR research trend favors the construction and use of binary codes to represent images. Deep architectures could learn the non-linear relationship among image pixels adaptively, allowing the automatic learning of high-level features from raw pixels. However, most of them require class labels, which are expensive to obtain, particularly for medical images. The methods which do not need class labels utilize a deep autoencoder for binary hashing, but the code construction involves a specific training algorithm and an ad-hoc regularization technique. In this study, we explored using a deep de-noising autoencoder (DDA), with a new unsupervised training scheme using only backpropagation and dropout, to hash images into binary codes. We conducted experiments on more than 14,000 x-ray images. By using class labels only for evaluating the retrieval results, we constructed a 16-bit DDA and a 512-bit DDA independently. Comparing to other unsupervised methods, we succeeded to obtain the lowest total error by using the 512-bit codes for retrieval via exhaustive search, and speed up 9.27 times with the use of the 16-bit codes while keeping a comparable total error. We found that our new training scheme could reduce the total retrieval error significantly by 21.9%. To further boost the image retrieval performance, we developed Radon Autoencoder Barcode (RABC) which are learned from the Radon projections of images using a de-noising autoencoder. Experimental results demonstrated its superior performance in retrieval when it was combined with DDA binary codes.","2161-4407","978-1-5090-0620-5","10.1109/IJCNN.2016.7727561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7727561","","Binary codes;Training;Noise reduction;X-ray imaging;Image retrieval;Medical diagnostic imaging","backpropagation;binary codes;content-based retrieval;feature extraction;image coding;image denoising;image matching;image representation;image retrieval;medical image processing;Radon transforms;unsupervised learning;X-ray imaging","X-ray image tagging;deep denoising autoencoders;content-based image retrieval system;CBIR system;medical images;query image;deep architectures;image pixels;automatic learning;high-level features;raw pixels;binary hashing;ad-hoc regularization;unsupervised training scheme;backpropagation;dropout;total retrieval error;Radon autoencoder barcode;RABC;Radon projections;DDA binary codes;word length 512 bit;word length 16 bit","","8","","42","","3 Nov 2016","","","IEEE","IEEE Conferences"
"Stacked sparse autoencoder based fault detection and location method for modular five-level converters","Q. Yin; B. Duan; M. Shen; X. Qu","College of Information Engineering, Xiangtan University, Xiangtan, China; College of Information Engineering, Xiangtan University, Xiangtan, China; Collaborative Innovation Center of Wind Power Equipment and Energy Conversion, Xiangtan, China; Collaborative Innovation Center of Wind Power Equipment and Energy Conversion, Xiangtan, China","IECON 2017 - 43rd Annual Conference of the IEEE Industrial Electronics Society","18 Dec 2017","2017","","","1580","1585","This paper presents a novel method for fault detection and location in modular five-level converters (MFLC) based on stacked sparse autoencoder (SSAE). SSAE is composed of multiple SAE and a softmax classifier. The capacitor voltage signals of all sub-modules (SMs) in the MFLC circuit are combined into a multi-channel signal. By moving window along the multi-channel signal, a set of signal segments are acquired. Then these segments are flattened into vectors and used as SSAE model's input. The SAE can unsupervised learn features from the input data and the fault detection and location problem is converted into a classification problem. In order to improve the anti-noise performance of the proposed method, the stacked denoising SAE (SDSAE) is implemented. Results show that the proposed method can quickly and accurately detect and locate the faulty SM. Comparison with existing methods shows that the proposed method has higher robustness and generalization ability, and is practical for online MFLC protection.","","978-1-5386-1127-2","10.1109/IECON.2017.8216268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8216268","Stacked Sparse Autoencoder (SSAE);Fault Detection and Location;Modular Five-Level Converters (MFLC);Unsupervised feature learning","Fault detection;Feature extraction;Training;Capacitors;Bridge circuits;Data models;Image reconstruction","encoding;fault location;signal classification;signal denoising;unsupervised learning;voltage-source convertors","five-level converters;multiple SAE;capacitor voltage signals;MFLC circuit;multichannel signal;signal segments;SSAE model;location problem;stacked denoising SAE;stacked sparse autoencoder based fault detection and location method;softmax classifier;classification problem;anti-noise performance","","","","30","","18 Dec 2017","","","IEEE","IEEE Conferences"
"A clustering-based deep autoencoder for one-class image classification","M. Gutoski; M. Ribeiro; N. M. Romero Aquino; A. E. Lazzaretti; H. S. Lopes","Graduate Program in Electrical and Computer Engineering, Federal University of Technology - Parana (UTFPR), Curitiba, PR, Brazil; Catarinense Federal Institute of Education, Science and Technology - (IFC), Videira, SC, Brazil; Grad. Program in Electr. & Comput. Eng., Fed. Univ. of Technol.-Parana, Curitiba, Brazil; Graduate Program in Electrical and Computer Engineering, Federal University of Technology - Parana (UTFPR), Curitiba, PR, Brazil; Graduate Program in Electrical and Computer Engineering, Federal University of Technology - Parana (UTFPR), Curitiba, PR, Brazil","2017 IEEE Latin American Conference on Computational Intelligence (LA-CCI)","8 Feb 2018","2017","","","1","6","Anomaly detection in images is a topic of great interest in Computer Vision. It can be defined as an One-Class problem, where the goal is to detect deviations from known patterns, which are defined as normal. Recently, Deep Learning methods became popular due to their performance on classification tasks. This works presents an image anomaly detection classifier based on a previously known method, the Deep Embedded Clustering, which is based on a Deep Autoencoder. We show the effectiveness of the method through three different experiments. Results suggest that the method improves classification performance when compared to a Stacked Denoising Autoencoder in the image anomaly detection context.","","978-1-5386-3734-0","10.1109/LA-CCI.2017.8285680","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8285680","","Training;Noise reduction;Optimization;Feature extraction;Decoding;Machine learning;Anomaly detection","computer vision;image classification;image denoising;learning (artificial intelligence);neural nets;pattern clustering","clustering-based deep autoencoder;deviation detection;deep learning methods;Stacked Denoising Autoencoder;classification performance;Deep Embedded Clustering;image anomaly detection classifier;classification tasks;One-Class problem;Computer Vision;one-class image classification","","10","","28","","8 Feb 2018","","","IEEE","IEEE Conferences"
"Denoising Autoencoders for Laser-Based Scan Registration","A. Nicolai; G. A. Hollinger","Collaborative Robotics and Intelligent Systems Institute, Oregon State University, Corvallis, OR, USA; Collaborative Robotics and Intelligent Systems Institute, Oregon State University, Corvallis, OR, USA","IEEE Robotics and Automation Letters","14 Sep 2018","2018","3","4","4391","4398","In this letter, we build on recent advances in deep learning to improve SE(3) transformations, enabling more accurate motion estimation in mobile robots. We propose using denoising autoencoders (DAEs) to address the challenges presented by modern LIDARs. Our proposed approach is comprised of two stages: a novel pre-processing stage for robust feature identification and a scan matching stage for motion estimation. In the pre-processing stage, LIDAR data are projected into a two-dimensional (2-D) image format and a DAE is used to extract salient features. These features are used as a mask for the original data, which is then re-projected into full 3-D space. Scan matching is performed on the re-projected data to estimate motion in SE(3). We analyze the performance of our approach using the real-world data from the University of Michigan North Campus long-term vision and LIDAR dataset and test generalization on LIDAR data from the KITTI dataset. We show that our approach generalizes across domains, is capable of reducing the per-estimate error of standard iterative closest point (ICP) methods on average by 25.5% for the translational component and 57.53% for the rotational component, and is capable of reducing the computation time of state-of-the-art ICP methods by a factor of 7.94 on average while achieving competitive performance.","2377-3766","","10.1109/LRA.2018.2867856","National Aeronautics and Space Administration(grant numbers:NNX14AI10G); DWFritz Automation; Oregon Metals Initiative; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8451962","Autonomous vehicle navigation;learning and adaptive systems;localization","Feature extraction;Three-dimensional displays;Laser radar;Iterative closest point algorithm;Robustness;Standards;Machine learning","feature extraction;image denoising;image matching;image registration;iterative methods;learning (artificial intelligence);mobile robots;motion estimation;optical radar;pose estimation;robot vision","test generalization;LIDAR data;KITTI dataset;per-estimate error;standard iterative closest point methods;competitive performance;autoencoders;laser-based scan registration;deep learning;mobile robots;DAE;robust feature identification;scan matching stage;image format;salient features;University of Michigan North Campus long-term vision;preprocessing stage;motion estimation","","1","","37","IEEE","30 Aug 2018","","","IEEE","IEEE Journals"
"Network Anomaly Detection with Stochastically Improved Autoencoder Based Models","R. C. Aygun; A. G. Yavuz","Computer Engineering Department Yildiz Technical University Istanbul, Turkey; Computer Engineering Department Yildiz Technical University Istanbul, Turkey","2017 IEEE 4th International Conference on Cyber Security and Cloud Computing (CSCloud)","24 Jul 2017","2017","","","193","198","Intrusion detection systems do not perform well when it comes to detecting zero-day attacks, therefore improving their performance in that regard is an active research topic. In this study, to detect zero-day attacks with high accuracy, we proposed two deep learning based anomaly detection models using autoencoder and denoising autoencoder respectively. The key factor that directly affects the accuracy of the proposed models is the threshold value which was determined using a stochastic approach rather than the approaches available in the current literature. The proposed models were tested using the KDDTest+ dataset contained in NSL-KDD, and we achieved an accuracy of 88.28% and 88.65% respectively. The obtained results show that, as a singular model, our proposed anomaly detection models outperform any other singular anomaly detection methods and they perform almost the same as the newly suggested hybrid anomaly detection models.","","978-1-5090-6644-5","10.1109/CSCloud.2017.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987197","autoencoder;deep learning;anomaly detection;network security;intrusion detection systems","Training;Data models;Stochastic processes;Computational modeling;Intrusion detection;Noise reduction","learning (artificial intelligence);security of data;stochastic processes","network anomaly detection;stochastically improved autoencoder;intrusion detection systems;zero day attacks;two deep learning;anomaly detection models;denoising autoencoder;stochastic approach;KDDTest+ dataset;singular anomaly detection methods","","56","","23","","24 Jul 2017","","","IEEE","IEEE Conferences"
"Robust Precipitation Bias Correction Through an Ordinal Distribution Autoencoder","Y. Luo; X. Xu; Y. Liu; H. Chao; H. Chu; L. Chen; J. Zhang; L. Ma; J. Z. Wang","Fudan University, Shanghai, China; Fudan University, Shanghai, China; Fudan University, Shanghai, China; Fudan University, Shanghai, China; Shanghai Central Meteorological Observatory, Shanghai, China; Shanghai Central Meteorological Observatory, Shanghai, China; Fudan University, Shanghai, China; Shanghai Central Meteorological Observatory, Shanghai, China; The Pennsylvania State University, University Park, PA, USA","IEEE Intelligent Systems","12 Apr 2022","2022","37","1","60","70","Numerical precipitation prediction plays a crucial role in weather forecasting and has broad applications in public services including aviation management and urban disaster early-warning systems. However, numerical weather prediction (NWP) models are often constrained by a systematic bias due to coarse spatial resolution, lack of parameterizations, and limitations of observation and conventional meteorological models, including constrained sample size and long-tail distribution. To address these issues, we present a data-driven deep learning model, named the ordinal distribution autoencoder (ODA), which principally includes a precipitation confidence network and a combinatorial network that contains two blocks, i.e., a denoising autoencoder block and an ordinal distribution regression block. As an expert-free model for bias correction of precipitation, it can effectively correct numerical precipitation prediction based on meteorological data from the European Centre for Medium-Range Weather Forecasts (ECMWF) and SMS-WARMS, an NWP model used in East China. Experiments in the two NWP models demonstrate that, compared with several classical machine-learning algorithms and deep learning models, our proposed ODA generally performs better in bias correction.","1941-1294","","10.1109/MIS.2021.3088543","Shanghai Municipal Science and Technology(grant numbers:18DZ1200404); Shanghai Municipal Science and Technology(grant numbers:2018SHZDZX01); ZJLab; Pennsylvania State University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9453192","Precipitation bias correction;ordinal distribution autoencoder;weather prediction;deep learning","Predictive models;Numerical models;Weather forecasting;Noise reduction;Task analysis;Deep learning;Data models","atmospheric precipitation;deep learning (artificial intelligence);disasters;geophysics computing;meteorology;regression analysis;weather forecasting","robust precipitation bias correction;ordinal distribution autoencoder;numerical precipitation prediction;weather forecasting;urban disaster early-warning systems;numerical weather prediction;long-tail distribution;data-driven deep learning model;denoising autoencoder block;ordinal distribution regression block;expert-free model;meteorological data;medium-range weather forecasts","","","","20","IEEE","11 Jun 2021","","","IEEE","IEEE Magazines"
"Stability Analysis of Denoising Autoencoders Based on Dynamical Projection System","S. Park; J. Lee","Department of Convergence Security Engineering, Sungshin Women's University, Seoul, Korea; Department of Industrial Engineering, Seoul National University, Seoul, Korea","IEEE Transactions on Knowledge and Data Engineering","8 Jul 2021","2021","33","8","3155","3159","In this study, we give a stability analysis of denoising autoencoder(DAE) from the novel perspective of dynamical systems when the input density is defined as a distribution on a manifold. We demonstrate the connection between the corrupted distribution and the learned reconstruction function of a nonlinear DAE, which motivates the use of a dynamic projection system (DPS) associated with the learned reconstruction function. Utilizing the constructed DPS, we prove that the high-density region of the corrupted data distribution asymptotically converges to the data manifold. Then, we show that the region is the attracting stable equilibrium manifold of the DPS which is completely stable. These results serve a theoretical basis of the DAE in recognizing the high-density region of the highly corrupted data with large deviations through the DPS. The effectiveness of this analysis is verified by conducting experiments on several toy examples and real image datasets with various types of noise.","1558-2191","","10.1109/TKDE.2020.3010277","National Research Foundation of Korea(grant numbers:2018R1D1A1A02085851); National Research Foundation of Korea(grant numbers:NRF-2019R1A2C2002358); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9144448","Nonlinear projection;autoencoders;stability analysis;dynamical systems;data manifold","Manifolds;Stability analysis;Data models;Image reconstruction;Noise reduction;Noise measurement;Perturbation methods","data handling;learning (artificial intelligence);neural nets;nonlinear dynamical systems","stability analysis;autoencoders;dynamical projection system;learned reconstruction function;nonlinear DAE;corrupted data distribution;data manifold","","","","22","IEEE","20 Jul 2020","","","IEEE","IEEE Journals"
"Visual object tracking via deep neural network","T. Xu; X. Wu","School of IoT Engineering, Jiangnan University, Wuxi, China; School of IoT Engineering, Jiangnan University, Wuxi, China","2015 IEEE First International Smart Cities Conference (ISC2)","28 Dec 2015","2015","","","1","6","Visual tracking is a fundamental research problem in computer vision field. In this paper, we propose an approach to incorporate visual prior into visual object tracking via deep neural network. Visual prior knowledge is expressed as the parameters of a stacked denoising autoencoder, which is trained from a large collection of natural images. By utilizing natural images, we can obtain generic image features which are more robust against variations. Then we design a classifier for tracking using the same structure as the stacked denoising autoencoder, tracking is then carried out under a particle filter framework by determining the current target's location and updating the parameters. In addition, in order to alleviate the computational burden caused by deep structure, an adaptive updating mechanism is proposed. As a result, we apply a general-to-special strategy for our stacked denoising autoencoder tracker (SDAT), the learned visual prior provides a reasonable initial value for parameters of the neural network, and the deep structure of our tracker is robust to appearance variations. Experiments over 50 challenging videos indicate the effectiveness and robustness of our tracker, and the resulting tracker is outstanding especially against variations with the existing state-of-the-art methods.","","978-1-4673-6552-9","10.1109/ISC2.2015.7366162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7366162","Object tracking;visual prior;stacked denoising autoencoder","Target tracking;Visualization;Noise reduction;Robustness;Training;Neural networks","image denoising;neural nets;object tracking;particle filtering (numerical methods)","computer vision field;visual object tracking;deep neural network;visual prior knowledge;natural images;generic image features;classifier;particle filter framework;adaptive updating mechanism;stacked denoising autoencoder tracker;SDAT","","1","","27","","28 Dec 2015","","","IEEE","IEEE Conferences"
"Computational Framework for Machine Fault Diagnosis with Autoencoder Variants","N. K. Verma; S. Dixit; R. K. Sevakula; A. Salour","Department of Electrical Engineering, Indian Institute of Technology, Kanpur, India; Department of Electrical Engineering, Indian Institute of Technology, Kanpur, India; Cognitive Computing, IBM, India; Boeing Research & Technology, The Boeing Company, U.S.A.","2018 International Conference on Sensing,Diagnostics, Prognostics, and Control (SDPC)","14 Mar 2019","2018","","","353","358","Fault diagnosis is an integral component of Condition Monitoring systems used in industries. Deep learning techniques have recently been proven to be very effective in handling heterogeneous real time monitoring data. This paper presents a computational framework for machine fault diagnosis based on deep learning approaches and autoencoder variants. The framework includes methods for extraction of time domain and frequency domain features from raw data, training of autoencoders, and finally, detecting the presence of fault(s) using classifiers. A total of four different variants of autoencoders have been tested and analyzed for fault diagnosis framework; additionally, the option of reducing the learning complexity in autoencoder with layer wise feature selection strategy with ITER ranking has also been applied. For validation purpose, four standard fault diagnosis datasets were used. To obtain inferences, statistical tests was performed across all tested feature extraction techniques, autoencoder variants, and classifiers. The analysis suggests that stacked denoising sparse encoder in conjunction with frequency domain features and support vector classifiers gives consistent classification accuracy thus builds effective fault diagnosis system.","","978-1-5386-6057-7","10.1109/SDPC.2018.8664980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8664980","condition based monitoring;deep learning;feature extraction;feature selection;stacked sparse autoencoder;denoising constraints","Feature extraction;Fault diagnosis;Training;Deep learning;Time-frequency analysis;Vibrations;Noise reduction","condition monitoring;data analysis;fault diagnosis;feature extraction;feature selection;frequency-domain analysis;learning (artificial intelligence);machinery;mechanical engineering computing;pattern classification;support vector machines;time-domain analysis","deep learning techniques;computational framework;machine fault diagnosis;autoencoder variants;frequency domain features;fault diagnosis framework;learning complexity;support vector classifiers;condition monitoring systems;feature selection strategy;time domain features","","4","","47","","14 Mar 2019","","","IEEE","IEEE Conferences"
"Motion Artifact Removal for Bio Signals using Regularized Autoencoder","D. Evangelin; P. Ithayarani; J. N. S. Jebastin","Department of Computer Science and Engineering, Sethu Institute of Technology, Kariapatti, India; Department of Computer Science and Engineering, Sethu Institute of Technology, Kariapatti, India; Department of Bioinformatics, Annamalai University, Chidambaram, India","2019 Third International conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","12 Mar 2020","2019","","","496","500","The advancements in wireless communication technology and micro electro mechanical system (MEMS) based sensor technology led to the rise of body area communication in healthcare field. The bio signals acquired through this on-body communication mainly suffers from motion artifacts caused by shadowing due to the body shape and body movement. These noises may lead to wrong prediction on data. Therefore, it is important to consider denoising the bio signals in order to perform accurate diagnosis and analysis. This paper proposes regularized denoising autoencoder (DAE) to reconstruct the clean signal from its noisy form. Here two regularization terms L1 and L2 which updates the cost function to avoid over fitting problem. This paper proves that L1 is better than L2 in terms of recovering the signal quality and it is measured by Signal to Noise Ratio (SNR). The dataset used here are taken from a neurokit a python tool box for statistics and neurophysiological signal processing.","","978-1-7281-4365-1","10.1109/I-SMAC47947.2019.9032625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9032625","MEMS;body area communication;DAE;bio signals;artifact","Signal to noise ratio;Electrocardiography;Wireless communication;Noise reduction;Noise measurement;Cost function;Wireless sensor networks","health care;medical signal processing;neural nets;neurophysiology;signal denoising;signal reconstruction","denoising autoencoder;healthcare field;biosignals denoising;regularization terms;signal reconstruction;body area communication;motion artifact removal;neurophysiological signal processing;signal quality","","","","30","","12 Mar 2020","","","IEEE","IEEE Conferences"
"A New Framework to Train Autoencoders Through Non-Smooth Regularization","S. Amini; S. Ghaemmaghami","Department of Electrical Engineering and the Electrical Research Institute, Sharif University of Technology, Tehran, Iran; Department of Electrical Engineering and the Electrical Research Institute, Sharif University of Technology, Tehran, Iran","IEEE Transactions on Signal Processing","1 Mar 2019","2019","67","7","1860","1874","Deep structures consisting of many layers of nonlinearities have a high potential of expressing complex relations if properly initialized. Autoencoders play a complementary role in training a deep structure by initializing each layer in a greedy unsupervised manner. Due to the high capacity presented by autoencoders, these structures need to be regularized. While mathematical regularizers (based on weight decay, sparsity, etc.) and structural ones (by way of, e.g., denoising and dropout) have been well studied in the literature, quite a few papers have addressed the problem of training autoencoder with non-smooth regularization. In this paper, we address the problem of training autoencoder with non-smooth regularization. We propose an efficient algorithm and mathematically prove that it is convergent, where the regularizer needs to be proximable. As one of major applications of the proposed method, we get focused on the problem of sparse autoencoders and show that the new training method leads to better disentangling of factors of variation.","1941-0476","","10.1109/TSP.2019.2899294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8642441","Autoencoder;regularizer;gradient descent;proximal operator","Training;Convergence;Decoding;Signal processing algorithms;Neural networks;Encoding;Feature extraction","neural nets;unsupervised learning","train autoencoders;nonsmooth regularization;deep structure;mathematical regularizers;training autoencoder;sparse autoencoders;training method","","6","","68","IEEE","14 Feb 2019","","","IEEE","IEEE Journals"
"A Deep Learning Approach Based on Stacked Denoising Autoencoders for Protein Function Prediction","L. J. Miranda; J. Hu","Graduate School of Information, Production, and Systems, Waseda University, Fukuoka, Japan; Graduate School of Information, Production, and Systems, Waseda University, Fukuoka, Japan","2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC)","22 Jun 2018","2018","01","","480","485","Predicting protein functions is a fundamental task with applications in medicine and healthcare. However, the accelerating pace of protein-discovery renders slow and expensive biochemical techniques unsustainable. Machine learning is suitable for such data-intensive task, but the presence of noise in protein datasets adds another level of difficulty. Hence, we propose a deep learning system based on a stacked denoising autoencoder that extracts robust features to improve predictive performance. We then feed the resulting features to a multilabel support-vector machine for classification. We evaluated on two protein benchmarks, and experimental results show that our system consistently produced the best performance against techniques that do not have a denoising or feature learning capability. This research demonstrates that learning robust representations from raw data can benefit the process of predicting protein functions.","0730-3157","978-1-5386-2667-2","10.1109/COMPSAC.2018.00074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377699","bioinformatics;medical computing;artificial intelligence;multi-label classification;feature extraction;machine learning","Conferences;Software","bioinformatics;feature extraction;health care;learning (artificial intelligence);medical computing;pattern classification;proteins;support vector machines","stacked denoising autoencoder;multilabel support-vector machine;protein function prediction;medicine;healthcare;machine learning;deep learning system;feature extraction","","6","","12","","22 Jun 2018","","","IEEE","IEEE Conferences"
"REDAEP: Robust and Enhanced Denoising Autoencoding Prior for Sparse-View CT Reconstruction","F. Zhang; M. Zhang; B. Qin; Y. Zhang; Z. Xu; D. Liang; Q. Liu","Department of Electronic Information Engineering, Nanchang University, Nanchang, China; Department of Electronic Information Engineering, Nanchang University, Nanchang, China; School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, China; College of Computer Science, Sichuan University, Chengdu, China; Department of Electronic Information Engineering, Nanchang University, Nanchang, China; Research Center for Biomedical Imaging, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Department of Electronic Information Engineering, Nanchang University, Nanchang, China","IEEE Transactions on Radiation and Plasma Medical Sciences","30 Dec 2020","2021","5","1","108","119","In X-ray computed tomography, radiation doses are harmful but can be significantly reduced by intuitively decreasing the number of projections. However, less projection views usually lead to low-resolution images. To address this issue, we propose a robust and enhanced mechanism on the basis of denoising autoencoding prior, or robust EDAEP (REDAEP) for sparse-view computed tomography reconstruction. REDAEP can substantially improve the reconstruction quality with two novel contributions. First, by employing the variable augmentation technique, REDAEP learns higher-dimensional network with three-channel image and proceeds to the single-channel image reconstruction. Second, REDAEP replaces the L2 regression loss function with a more robust Lp (0 <; p <; 2) regression to preserve more texture details. The empirical results demonstrate that REDAEP can achieve better performance than state-of-the-arts, in terms of quantitative measures and subjective visual quality.","2469-7303","","10.1109/TRPMS.2020.2989634","National Natural Science Foundation of China(grant numbers:61871206,61661031,61671312); Basic Research Program of Shenzhen(grant numbers:JCYJ20150831154213680); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9076295","Computed tomography (CT) reconstruction;denoising autoencoder (AE) network;multichannel;proximal gradient descent;sparse-view;variable augmentation","Image reconstruction;Computed tomography;X-ray imaging;Biomedical imaging;Noise reduction;Training;Convolution","computerised tomography;image denoising;image reconstruction;image resolution;learning (artificial intelligence);medical image processing;regression analysis","REDAEP;enhanced denoising autoencoding;sparse-view CT reconstruction;X-ray computed tomography;radiation doses;low-resolution images;robust EDAEP;sparse-view computed tomography reconstruction;three-channel image;single-channel image reconstruction","","4","","62","IEEE","22 Apr 2020","","","IEEE","IEEE Journals"
"Denoising auto-associative measurement screening and repairing","J. Krstulović; V. Miranda","FESB, University of Split, Croatia; FESB, University of Split, Croatia","2015 18th International Conference on Intelligent System Application to Power Systems (ISAP)","12 Nov 2015","2015","","","1","6","This paper offers an efficient and robust concept for a decentralized bad data processing, able to supply in real-time a power system state estimator with a repaired measurement set. Corrupted measurement vectors are funneled through a denoising auto-associative neural network in order to project the biased vector back to the data manifold learned during an offline training process. In order to improve accuracy, a maximum similarity with the solution manifold, measured with Correntropy, is searched for by a meta-heuristic. The extreme robustness and scalability of the process is demonstrated in multiple characteristic case studies.","","978-1-5090-0191-0","10.1109/ISAP.2015.7325548","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7325548","Gross Errors;State Estimation;Autoencoders;Neural Networks;Denoising;Information Theoretic Learning","Pollution measurement;Noise reduction;Measurement uncertainty;Manifolds;Training;Robustness;Power measurement","associative processing;neural nets;power engineering computing;power system measurement;signal denoising","autoassociative measurement screening;decentralized bad data processing;power system state estimation;signal denoising","","1","","16","","12 Nov 2015","","","IEEE","IEEE Conferences"
"Perception-Aware Losses Facilitate CT Denoising and Artifact Removal","S. Ghosh; A. Krug; G. Rose; S. Stober","Institute for Medical Engineering and Research Campus STIMULATE, Otto-von-Guericke University, Magdeburg, Germany; AILab, Faculty of Computer Science, Otto-von-Guericke University, Magdeburg, Germany; AILab, Faculty of Computer Science, Otto-von-Guericke University, Magdeburg, Germany; AILab, Faculty of Computer Science, Otto-von-Guericke University, Magdeburg, Germany","2021 IEEE 2nd International Conference on Human-Machine Systems (ICHMS)","27 Oct 2021","2021","","","1","6","The concerns over radiation-related health risks associated with the increasing use of computed tomography (CT) have accelerated the development of low-dose strategies. There is a higher need for low dosage in interventional applications as repeated scanning is performed. However, using the noisier and under-sampled low-dose datasets, the standard reconstruction algorithms produce low-resolution images with severe streaking artifacts. This adversely affects the CT assisted interventions. Recently, variational autoencoders (VAEs) have achieved state of-the-art results for the reconstruction of high fidelity images. The existing VAE approaches typically use mean squared error (MSE) as the loss, because it is convex and differentiable. However, pixel wise MSE does not capture the perceptual quality difference between the target and model predictions. In this work, we propose two simple but effective MSE based perception aware losses, which facilitate a better reconstruction quality. The proposed losses are motivated by perceptual fidelity measures used in image quality assessment. One of the losses involves calculation of the MSE in the spectral domain. The other involves calculation of the MSE in the pixel space and the Laplacian of Gaussian transformed domain. We use a hierarchical vector-quantized VAE equipped with the perception-aware losses for the artifact removal task. The best performing perception-aware loss improves the structural similarity index measure (SSIM) from 0.74 to 0.80. Further, we provide an analysis of the role of the pertinent components of the architecture in the denoising and artifact removal task.","","978-1-6654-0170-8","10.1109/ICHMS53169.2021.9582444","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582444","computed tomography;perception-aware;image reconstruction;deep learning;denoising;artifact removal","Computed tomography;Noise reduction;Computer architecture;Reconstruction algorithms;Predictive models;Loss measurement;Task analysis","computerised tomography;image denoising;image reconstruction;image resolution;mean square error methods;medical image processing;phantoms;tomography","existing VAE approaches;mean squared error;pixel wise MSE;perceptual quality difference;model predictions;simple but effective MSE;perception aware losses;reconstruction quality;perceptual fidelity measures;image quality assessment;hierarchical vector-quantized VAE;high fidelity images;state of-the-art results;VAEs;variational autoencoders;severe streaking artifacts;low-resolution images;standard reconstruction algorithms;low-dose datasets;repeated scanning;interventional applications;low dosage;low-dose strategies;computed tomography;radiation-related health risks;perception-aware losses facilitate CT denoising;performing perception-aware loss;artifact removal task","","1","","44","","27 Oct 2021","","","IEEE","IEEE Conferences"
