"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Lifelong Teacher-Student Network Learning","F. Ye; A. G. Bors","Department of Computer Science, University of York, York, U.K.; Department of Computer Science, University of York, York, U.K.","IEEE Transactions on Pattern Analysis and Machine Intelligence","14 Sep 2022","2022","44","10","6280","6296","A unique cognitive capability of humans consists in their ability to acquire new knowledge and skills from a sequence of experiences. Meanwhile, artificial intelligence systems are good at learning only the last given task without being able to remember the databases learnt in the past. We propose a novel lifelong learning methodology by employing a Teacher-Student network framework. While the Student module is trained with a new given database, the Teacher module would remind the Student about the information learnt in the past. The Teacher, implemented by a Generative Adversarial Network (GAN), is trained to preserve and replay past knowledge corresponding to the probabilistic representations of previously learnt databases. Meanwhile, the Student module is implemented by a Variational Autoencoder (VAE) which infers its latent variable representation from both the output of the Teacher module as well as from the newly available database. Moreover, the Student module is trained to capture both continuous and discrete underlying data representations across different domains. The proposed lifelong learning framework is applied in supervised, semi-supervised and unsupervised training.","1939-3539","","10.1109/TPAMI.2021.3092677","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9465640","Lifelong representation learning;variational autoencoders;generative adversarial nets;teacher -student framework","Task analysis;Training;Data models;Generative adversarial networks;Probabilistic logic;Neural networks;Linear programming","artificial intelligence;cognition;computer aided instruction;continuing professional development;learning (artificial intelligence)","lifelong Teacher-Student Network learning;artificial intelligence systems;databases learnt;Teacher-Student network framework;Student module;given database;Teacher module;information learnt;Generative Adversarial Network;learnt databases;newly available database","Algorithms;Artificial Intelligence;Education, Continuing;Humans;Learning;Students","2","","63","IEEE","25 Jun 2021","","","IEEE","IEEE Journals"
"Learning-Aided Physical Layer Attacks Against Multicarrier Communications in IoT","A. Nooraiepour; W. U. Bajwa; N. B. Mandayam","Department of Electrical and Computer Engineering, WINLAB, Rutgers University, North Brunswick, NJ, USA; Department of Electrical and Computer Engineering, WINLAB, Rutgers University, North Brunswick, NJ, USA; Department of Electrical and Computer Engineering, WINLAB, Rutgers University, North Brunswick, NJ, USA","IEEE Transactions on Cognitive Communications and Networking","5 Mar 2021","2021","7","1","239","254","Internet-of-Things (IoT) devices that are limited in power and processing capabilities are susceptible to physical layer (PHY) spoofing (signal exploitation) attacks owing to their inability to implement a full-blown protocol stack for security. The overwhelming adoption of multicarrier techniques such as orthogonal frequency division multiplexing (OFDM) for the PHY layer makes IoT devices further vulnerable to PHY spoofing attacks. These attacks which aim at injecting bogus/spurious data into the receiver, involve inferring transmission parameters and finding PHY characteristics of the transmitted signals so as to spoof the received signal. Non-contiguous (NC) OFDM systems have been argued to have low probability of exploitation (LPE) characteristics against classic attacks based on cyclostationary analysis, and the corresponding PHY has been deemed to be secure. However, with the advent of machine learning (ML) algorithms, adversaries can devise data-driven attacks to compromise such systems. It is in this vein that PHY spoofing performance of adversaries equipped with supervised and unsupervised ML tools are investigated in this paper. The supervised ML approach is based on estimation/classification utilizing deep neural networks (DNN) while the unsupervised one employs variational autoencoders (VAEs). In particular, VAEs are shown to be capable of learning representations from NC-OFDM signals related to their PHY characteristics such as frequency pattern and modulation scheme, which are useful for PHY spoofing. In addition, a new metric based on the disentanglement principle is proposed to measure the quality of such learned representations. Simulation results demonstrate that the performance of the spoofing adversaries highly depends on the subcarriers' allocation patterns used at the transmitter. Particularly, it is shown that utilizing a random subcarrier occupancy pattern precludes the adversary from spoofing and secures NC-OFDM systems against ML-based attacks.","2332-7731","","10.1109/TCCN.2020.2990657","NSF(grant numbers:ACI-1541069); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9079875","Physical layer security;deep learning;OFDM;variational autoencoders","OFDM;Transmitters;Receivers;Tools;Security;Wireless communication;Modulation","computer network security;Internet of Things;neural nets;OFDM modulation;probability;unsupervised learning","data-driven attacks;PHY spoofing performance;supervised ML tools;unsupervised ML tools;NC-OFDM signals;PHY characteristics;learned representations;spoofing adversaries;ML-based attacks;physical layer attacks;multicarrier communications;internet-of-Things devices;physical layer spoofing attacks;signal exploitation;full-blown protocol stack;multicarrier techniques;PHY layer;IoT devices;PHY spoofing attacks;inferring transmission parameters;transmitted signals;received signal;noncontiguous OFDM systems;exploitation characteristics;machine learning algorithms","","2","","26","IEEE","28 Apr 2020","","","IEEE","IEEE Journals"
"Audio-Visual Autoencoding for Privacy-Preserving Video Streaming","H. Xu; Z. Cai; D. Takabi; W. Li","Department of Computer Science, Georgia State University, Atlanta, GA, USA; Department of Computer Science, Georgia State University, Atlanta, GA, USA; Department of Computer Science, Georgia State University, Atlanta, GA, USA; Department of Computer Science, Georgia State University, Atlanta, GA, USA","IEEE Internet of Things Journal","24 Jan 2022","2022","9","3","1749","1761","The demand of sharing video streaming extremely increases due to the proliferation of Internet of Things (IoT) devices in recent years, and the explosive development of artificial intelligent (AI) detection techniques has made visual privacy protection more urgent and difficult than ever before. Although a number of approaches have been proposed, their essential drawbacks limit the effect of visual privacy protection in real applications. In this article, we propose a cycle vector-quantized variational autoencoder (cycle-VQ-VAE) framework to encode and decode the video with its extracted audio, which takes the advantage of multiple heterogeneous data sources in the video itself to protect individuals’ privacy. In our cycle-VQ-VAE framework, a fusion mechanism is designed to integrate the video and its extracted audio. Particularly, the extracted audio works as the random noise with a nonpatterned distribution, which outperforms the noise that follows a patterned distribution for hiding visual information in the video. Under this framework, we design two models, including the frame-to-frame (F2F) model and video-to-video (V2V) model, to obtain privacy-preserving video streaming. In F2F, the video is processed as a sequence of frames; while, in V2V, the relations between frames are utilized to deal with the video, greatly improving the performance of privacy protection, video compression, and video reconstruction. Moreover, the video streaming is compressed in our encoding process, which can resist side-channel inference attack during video transmission and reduce video transmission time. Through the real-data experiments, we validate the superiority of our models (F2F and V2V) over the existing methods in visual privacy protection, visual quality preservation, and video transmission efficiency. The codes of our model implementation and more experimental results are now available at https://github.com/ahahnut/cycle-VQ-VAE.","2327-4662","","10.1109/JIOT.2021.3089080","U.S. National Science Foundation(grant numbers:1741277,1829674,1704287,1912753,2011845); Microsoft Investigator Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9453730","Audio-visual;privacy;video streaming;vector quantized variational autoencoder (VQ-VAE)","Streaming media;Privacy;Visualization;Internet of Things;Cryptography;Predictive models;Generative adversarial networks","data compression;data privacy;encoding;image coding;Internet of Things;vector quantisation;video coding;video signal processing;video streaming;video surveillance","video reconstruction;video transmission time;visual privacy protection;visual quality preservation;video transmission efficiency;audio-visual autoencoding;privacy-preserving video streaming;artificial intelligent detection techniques;cycle vector-quantized;individuals;cycle-VQ-VAE framework;extracted audio works;visual information;video-to-video model;V2V;video compression","","1","","56","IEEE","14 Jun 2021","","","IEEE","IEEE Journals"
"An Efficient Deep Learning System for Epileptic Seizure Prediction","A. M. Abdelhameed; M. Bayoumi","Department of Electrical and Computer Engineering, University of Louisiana, Lafayette, Louisiana, USA; Department of Electrical and Computer Engineering, University of Louisiana, Lafayette, Louisiana, USA","2021 IEEE International Symposium on Circuits and Systems (ISCAS)","27 Apr 2021","2021","","","1","5","Predicting epilepsy ahead of its occurrence has been an arduous job for scientists for a long time. Epileptic patients are still endeavoring to find a prosperous way to evade seizures to improve the quality of their lives. In this paper, we propose a novel deep learning system for epileptic seizure prediction using multi-channel electroencephalogram (EEG) recordings from the scalp of human brains. The proposed system is patient-specific and is predicated on the classification between the interictal and preictal brain states for the epileptic patient. The system uses a two-dimensional convolutional variational autoencoder and trains it once in a supervised way for automatic feature learning and classification. Within a prediction window of up to one hour, our proposed system achieved an average sensitivity of 94.45% and 0.06FP/h average false prediction rate which makes it one of the most efficient among state-of-the-art methods.","2158-1525","978-1-7281-9201-7","10.1109/ISCAS51556.2021.9401347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9401347","EEG signals;automatic features learning;epileptic seizure prediction;variational autoencoders;supervised learning;deep learning;classification","Deep learning;Training;Sensitivity;Convolution;Semisupervised learning;Electroencephalography;Task analysis","brain;electroencephalography;feature extraction;learning (artificial intelligence);medical disorders;medical signal processing;neurophysiology","predicting epilepsy;arduous job;epileptic patient;deep learning system;epileptic seizure prediction;multichannel electroencephalogram recordings;interictal;preictal brain states;automatic feature learning;prediction window","","1","","29","","27 Apr 2021","","","IEEE","IEEE Conferences"
"Generative Approach Using Soft-Labels to Learn Uncertainty in Predicting Emotional Attributes","K. Sridhar; W. -C. Lin; C. Busso","Multimodal Signal Processing (MSP), The University of Texas at Dallas, Richardson, TX, USA; Multimodal Signal Processing (MSP), The University of Texas at Dallas, Richardson, TX, USA; Multimodal Signal Processing (MSP), The University of Texas at Dallas, Richardson, TX, USA","2021 9th International Conference on Affective Computing and Intelligent Interaction (ACII)","15 Nov 2021","2021","","","1","8","This paper presents a novel speech emotion recognition (SER) method to capture the uncertainty in predicting emotional attributes using the true distribution of scores provided by annotators as ground truth (i.e., soft-labels). Reliable, generalizable, and scalable SER systems are important in areas such as healthcare, customer service, security, and defense. A barrier to build these systems is the lack of quality labels due to the expensive annotation process, leading to poor generalization. To address this limitation, this study proposes a semi-supervised generative modeling approach using a variational autoencoder (VAE) with an emotional regressor at the bottleneck trained with soft-labels of emotional attributes. We demonstrate that estimating uncertainties in predicting emotional attribute scores is possible with soft-labels. We analyze the benefits of uncertainty estimation with a reject option formulation, where the model can abstain from predicting emotion when it is less confident. At 60% test coverage, we achieve relative improvements in concordance correlation coefficient (CCC) up to 16.85% for valence, 7.12% for arousal, and 8.01% for dominance. Furthermore, we propose an uncertainty transfer learning strategy where uncertainties learned from one attribute are used as a sample re-ordering criterion for another attribute, achieving additional improvements in prediction performance for valence. We also demonstrate the generalization power of our method in comparison to other uncertainty estimating methods using cross-corpus evaluations. Finally, we demonstrate that our method has lower computational complexity than alternative approaches.","2156-8111","978-1-6654-0019-0","10.1109/ACII52823.2021.9597461","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9597461","Generative Models;Variational Autoencoder;Speech Emotion Recognition;Emotional Attributes","Training;Emotion recognition;Uncertainty;Computational modeling;Transfer learning;Speech recognition;Predictive models","emotion recognition;learning (artificial intelligence);speech recognition","emotional regressor;soft-labels;emotional attribute scores;uncertainty estimation;uncertainty transfer learning strategy;prediction performance;uncertainty estimating methods;generative approach;predicting emotional attributes;speech emotion recognition method;reliable SER systems;scalable SER systems;quality labels;expensive annotation process;semisupervised generative modeling approach;generalizable SER systems;concordance correlation coefficient","","1","","30","IEEE","15 Nov 2021","","","IEEE","IEEE Conferences"
"A Review of Video Generation Approaches","R. Bhagwatkar; S. Bachu; K. Fitter; A. Kulkarni; S. Chiddarwar","Visvesvaraya National Institute of Technology, Nagpur, India; Visvesvaraya National Institute of Technology, Nagpur, India; Visvesvaraya National Institute of Technology, Nagpur, India; Visvesvaraya National Institute of Technology, Nagpur, India; Visvesvaraya National Institute of Technology, Nagpur, India","2020 International Conference on Power, Instrumentation, Control and Computing (PICC)","1 Mar 2021","2020","","","1","5","Generating videos from some initial frames is an appealing field of research in deep learning. There exists an ever expanding foray of approaches to generate long-range and realistic video frame series. Generating videos can help predict trajectories and even model object movements, to enhance autonomous robots. However, there are only a few comprehensive studies that review various approaches on the basis of their relative advantages, disadvantages, and evolution. Hence, this paper presents a detailed overview of Deep Learning based approaches employed to tackle the complex problem of video generation. The approaches involve Variational Autoencoders (VAEs), Generative Adversarial Networks (GANs) and even the Transformer model. Finally, the performance of all the approaches are examined and compared on the BAIR Robot Pushing dataset.","","978-1-7281-7590-4","10.1109/PICC51425.2020.9362485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9362485","Video Generation;Deep Learning;Generative Adversarial Networks;Variational Autoencoders;Transformer","Deep learning;Instruments;Predictive models;Generative adversarial networks;Trajectory;Task analysis;Videos","learning (artificial intelligence);mobile robots;video signal processing","video generation approaches;generating videos;initial frames;deep learning;realistic video frame series;model object movements;Generative Adversarial Networks","","1","","40","","1 Mar 2021","","","IEEE","IEEE Conferences"
"Enhanced Sampling of Nucleic Acids’ Structures Using Deep-Learning-Derived Biasing Forces","E. O. Salawu","Machine Learning Solutions Lab. Amazon Web Services (AWS), Washington, DC Metro Area, USA","2020 IEEE Symposium Series on Computational Intelligence (SSCI)","5 Jan 2021","2020","","","1648","1654","The conformation spaces (CS) of macromolecules and their associated dynamics are of vital importance in the understanding of many biochemical functions as well as diseases and in the developments of drugs for curing or managing disease conditions. While the exploration of the CS is generally easier for molecules with fewer atoms (such as ligands and short peptides), achieving the same for larger molecules (such as nucleic acids and proteins) beyond a narrow local equilibrium is non-trivial and sometimes computationally prohibitive. In this work, we present Deep Enhanced Sampling of Nucleic Acids' Structures Using Deep-Learning-Derived Biasing Forces (DESNA, pronounced DES-na), that combines variational autoencoder, a special deep neural network (DNN), and molecular dynamics (MD) simulations to create a robust technique for enhanced sampling, in which DNN-learned latent space is used for inferring appropriate biasing potentials for guiding the MD simulations. The results obtained show that DESNA performs better than conventional MD simulations and efficiently samples wider CS than conventional MD simulations even when DESNA is allowed to run for as short as 10% of the length of conventional MD simulations. This suggests that DESNA is at least 10 times more efficient that conventional MD simulations in its sampling of CS of molecules.","","978-1-7281-2547-3","10.1109/SSCI47803.2020.9308559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9308559","Deep neural network;variational autoencoder;conformation space;molecular dynamics;nucleic acids;DNA","Biological system modeling;Training;Mathematical model;Computational modeling;Gaussian distribution;Diseases;Proteins","biochemistry;biology computing;diseases;learning (artificial intelligence);macromolecules;molecular biophysics;molecular configurations;molecular dynamics method;neural nets;proteins","nucleic acid structures;disease conditions;proteins;narrow local equilibrium;DESNA;deep neural network;DNN-learned latent space;biasing potentials;MD simulations;CS;deep-learning-derived biasing forces;deep enhanced sampling","","1","","47","","5 Jan 2021","","","IEEE","IEEE Conferences"
"The Layout Generation Algorithm of Graphic Design Based on Transformer-CVAE","M. Guo; D. Huang; X. Xie","School of Electronic and Computer Engineering, Peking University, Shenzhen, China; Microsoft Research Asia, Beijing, China; School of Electronic Engineering and Computer Science, Peking University, Beijing, China","2021 International Conference on Signal Processing and Machine Learning (CONF-SPML)","15 Feb 2022","2021","","","219","224","Graphic design is ubiquitous in people's daily lives. For graphic design, the most time-consuming task is laying out various components in the interface. Repetitive manual layout design will waste a lot of time for professional graphic designers. Existing templates are usually rudimentary and not suitable for most designs, reducing efficiency and limiting creativity. This paper implemented the Transformer model and conditional variational autoencoder (CVAE) to the graphic design layout generation task. It proposed an end-to-end graphic design layout generation model named LayoutT-CVAE. We also proposed element disentanglement and feature-based disentanglement strategies and introduce new graphic design principles and similarity metrics into the model, which significantly increased the controllability and interpretability of the deep model. Compared with the existing state-of-art models, the layout generated by ours performs better on many metrics.","","978-1-6654-1734-1","10.1109/CONF-SPML54095.2021.00049","Microsoft Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707050","Variational autoencoder (VAE);Graphic design;Layout generation;Transformer;Deep learning","Measurement;Limiting;Layout;Signal processing algorithms;Manuals;Machine learning;Transformers","CAD;computer graphics;feature extraction","layout generation algorithm;Transformer-CVAE;repetitive manual layout design;professional graphic designers;graphic design layout generation task;end-to-end graphic design layout generation model;element disentanglement;feature-based disentanglement strategies;graphic design principles","","1","","21","IEEE","15 Feb 2022","","","IEEE","IEEE Conferences"
"Semantic Preserving Hash Coding Through VAE-GAN","G. Jin; D. Zhang; F. Dai; J. Guo; Y. Ma; Y. Zhang","University of Chinese Academy of Sciences; National Computer Network Emergency Response Technical Team, Coordination Center of China; Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences","2018 25th IEEE International Conference on Image Processing (ICIP)","6 Sep 2018","2018","","","1997","2001","This paper proposes a novel framework for fast image retrieval. The proposed framework combines variational autoencoder with generative adversarial network to generate content preserving images for learning-based hashing. By accepting real image and systhesized image in a pairwise form, a semantic perserving binary mapping model is learned using pairwise ranking loss under an adversarial generative process. Extensive experiments on several benchmark datasets demonstrate that the proposed method shows substantial improvement over the state-of-the-art hashing methods.","2381-8549","978-1-4799-7061-2","10.1109/ICIP.2018.8451744","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8451744","Image retrieval;Learning to Hash;Variational autoencoder;Generative adversarial network","Semantics;Generators;Machine learning;Training;Binary codes;Gallium nitride;Image generation","","","","","","25","","6 Sep 2018","","","IEEE","IEEE Conferences"
"Unsupervised Network Anomaly Detection by Learning on 2D Data Representations","S. Casarin; S. Baldoni; M. Carli; P. Zanuttigh; F. Battisti","Department of Information Engineering, University of Padova, Padua, Italy; DIIEM Roma Tre University, Rome, Italy; DIIEM Roma Tre University, Rome, Italy; Department of Information Engineering, University of Padova, Padua, Italy; Department of Information Engineering, University of Padova, Padua, Italy","2022 9th Swiss Conference on Data Science (SDS)","14 Oct 2022","2022","","","53","58","Cyber Physical Systems are currently employed in several applications such as healthcare, transport, energy, and industrial systems. However, their communication capability exposes them to several network-level threats. Therefore, ensuring the security of Cyber Physical Systems has become an urgent and vital need. To address this issue, in this work we present a deep learning-based anomaly detection system which exploits a 2D representation of the network traffic. More specifically, we propose to employ an integral transformation of the 2D repre-sentation and a Variational Autoencoder to model the nominal system behavior and identify anomalies under the hypothesis that anomalous samples can not be accurately reconstructed by the model trained on normal data. The achieved results show the effectiveness of the proposed method and pave the way for further research in this direction.","","978-1-6654-6847-3","10.1109/SDS54800.2022.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9911980","Anomaly Detection;Cyber Physical Systems;Variational Autoencoder","Adaptation models;Telecommunication traffic;Medical services;Data science;Data models;Behavioral sciences;Security","","","","","","13","IEEE","14 Oct 2022","","","IEEE","IEEE Conferences"
"Few-Shot User-Definable Radar-Based Hand Gesture Recognition at the Edge","G. Mauro; M. Chmurski; L. Servadei; M. Pegalajar-Cuellar; D. P. Morales-Santos","Department of Electronic and Computer Technology, University of Granada, Granada, Spain; Department of Microelectronics and Computer Science, Lodz University of Technology, Łódź, Poland; Department of Electrical and Computer Engineering, Technical University of Munich, Munich, Germany; Department of Electronic and Computer Technology, University of Granada, Granada, Spain; Department of Electronic and Computer Technology, University of Granada, Granada, Spain","IEEE Access","21 Mar 2022","2022","10","","29741","29759","Technological advances and scalability are leading Human-Computer Interaction (HCI) to evolve towards intuitive forms, such as through gesture recognition. Among the various interaction strategies, radar-based recognition is emerging as a touchless, privacy-secure, and versatile solution in different environmental conditions. Classical radar-based gesture HCI solutions involve deep learning but require training on large and varied datasets to achieve robust prediction. Innovative self-learning algorithms can help tackling this problem by recognizing patterns and adapt from similar contexts. Yet, such approaches are often computationally expensive and hardly integrable into hardware-constrained solutions. In this paper, we present a gesture recognition algorithm which is easily adaptable to new users and contexts. We exploit an optimization-based meta-learning approach to enable gesture recognition in learning sequences. This method targets at learning the best possible initialization of the model parameters, simplifying training on new contexts when small amounts of data are available. The reduction in computational cost is achieved by processing the radar sensed data of gestures in the form of time maps, to minimize the input data size. This approach enables the adaptation of simple convolutional neural network (CNN) to new hand poses, thus easing the integration of the model into a hardware-constrained platform. Moreover, the use of a Variational Autoencoders (VAE) to reduce the gestures’ dimensionality leads to a model size decrease of an order of magnitude and to half of the required adaptation time. The proposed framework, deployed on the Intel® Neural Compute Stick 2 (NCS 2), leads to an average accuracy of around 84% for unseen gestures when only one example per class is utilized at training time. The accuracy increases up to 92.6% and 94.2% when three and five samples per class are used.","2169-3536","","10.1109/ACCESS.2022.3155124","ITEA3 Unleash Potentials in Simulation (UPSIM); German Federal Ministry of Education and Research (BMBF)(grant numbers:19006); Austrian Research Promotion Agency (FFG); Rijksdienst voor Ondernemend Nederland (Rvo); Innovation Fund Denmark (IFD); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9722880","Artificial neural networks;edge computing;FMCW;intel neural compute stick;knowledge transfer;meta learning;human computer interaction;radar;variational autoencoder","Adaptation models;Task analysis;Computational modeling;Human computer interaction;Training;Gesture recognition;Radar","gesture recognition;human computer interaction;learning (artificial intelligence);neural nets","shot user-definable radar;Human-Computer Interaction;intuitive forms;interaction strategies;radar-based recognition;touchless privacy-secure;versatile solution;classical radar-based gesture HCI solutions;deep learning;innovative self-learning algorithms;similar contexts;hardware-constrained solutions;gesture recognition algorithm;optimization-based meta-learning approach;learning sequences;simplifying training;computational cost;input data size;hardware-constrained platform;required adaptation time;Neural Compute Stick 2;unseen gestures;training time","","","","69","CCBY","28 Feb 2022","","","IEEE","IEEE Journals"
"SECT: A Successively Conditional Transformer for Controllable Paraphrase Generation","T. Xue; Y. Zhao; C. Yang; G. Liu; X. Li","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Computer Science Department, University of Illinois at Urbana-Champaign, Illinois, USA; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","2022 International Joint Conference on Neural Networks (IJCNN)","30 Sep 2022","2022","","","1","8","Paraphrase generation has consistently been a challenging area in the field of NLP. Despite the considerable achievements made by previous work, existing methods lack a flexible way to include multiple controllable attributes to enhance the diversity of paraphrased sentences. To overcome this challenge, we propose a Successively Conditional Transformer (SECT) to tackle this task. SECT is based on a combination of Conditional Variational AutoEncoder (CVAE) and Transformer framework to generate diversified words. More specifically, our SECT deploys multi-head attention and memory gate mechanism to keep the interaction between each of the attributes and the corresponding encoder layer hidden state. To address the problem of absorbing flexible attributes, we apply a successive structure to our SECT, which enables the framework to couple the CVAE latent variables with the encoder layer hidden states progressively. In addition, our SECT is trained by minimizing a tailor-designed loss for producing paraphrased sentences as required. Finally, we conduct extensive experiments to substantiate the validity and effectiveness of our proposed model. The results show that SECT significantly outperforms the existing state-of-the-art approaches and generates more diverse paraphrased sentences.","2161-4407","978-1-7281-8671-9","10.1109/IJCNN55064.2022.9892042","National Natural Science Foundation of China(grant numbers:U21B2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9892042","paraphrase generation;conditional variational autoencoder;transformer;successive structure","Neural networks;Logic gates;Transformers;Decoding;Task analysis","","","","","","45","IEEE","30 Sep 2022","","","IEEE","IEEE Conferences"
"Vehicular Trajectory Classification and Traffic Anomaly Detection in Videos Using a Hybrid CNN-VAE Architecture","K. Kumaran Santhosh; D. P. Dogra; P. P. Roy; A. Mitra","School of Electrical Sciences, Indian Institute of Technology Bhubaneswar, Odisha, India; School of Electrical Sciences, Indian Institute of Technology Bhubaneswar, Odisha, India; Department of Computer Science and Engineering, Indian Institute of Technology, Roorkee, India; Centre of Excellence in Artificial Intelligence (AI), Indian Institute of Technology Kharagpur, Kharagpur, India","IEEE Transactions on Intelligent Transportation Systems","10 Aug 2022","2022","23","8","11891","11902","Visual surveillance has become indispensable in the evolution of Intelligent Transportation Systems (ITS). Video object trajectories are key to many of the visual surveillance applications. Classifying varying length time series data such as video object trajectories using conventional neural networks, can be challenging. In this paper, we propose trajectory classification and anomaly detection using a hybrid Convolutional Neural Network (CNN) and Variational Autoencoder (VAE) architecture. First, we introduce a high level features for varying length object trajectories using color gradient representation. In the next stage, a semi-supervised way to annotate moving object trajectories extracted using Temporally Incremental Gravitational Model (TIGM) is used for class labeling. For training, anomalous trajectories are identified using t-Distributed Stochastic Neighbor Embedding (t-SNE). Finally, a hybrid CNN-VAE architecture has been proposed for trajectory classification and anomaly detection. The results obtained using publicly available surveillance video datasets reveal that the proposed method can successfully identify traffic anomalies such as violations in lane driving, sudden speed variations, abrupt termination of vehicle during movement, and vehicles moving in wrong directions. The accuracy of trajectory classification improves by a margin of 1-6% against popular neural networks-based classifiers across various datasets using the proposed high-level features. The gradient representation also improves the anomaly detection accuracy significantly (30-35%). Code and dataset can be found at https://github.com/santhoshkelathodi/CNN-VAE.","1558-0016","","10.1109/TITS.2021.3108504","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9531567","Convolutional neural network;deep learning;variational autoencoder;Dirichlet process mixture model;visual surveillance;trajectory classification;traffic anomaly detection","Trajectory;Image color analysis;Videos;Anomaly detection;Convolutional neural networks;Feature extraction;Training data","feature extraction;image classification;image motion analysis;image representation;learning (artificial intelligence);neural nets;object detection;pattern classification;surveillance;telecommunication traffic;time series;traffic engineering computing;video signal processing;video surveillance","vehicular trajectory classification;traffic anomaly detection;hybrid CNN-VAE architecture;Intelligent Transportation Systems;video object trajectories;visual surveillance applications;length time series data;conventional neural networks;high level features;length object trajectories;moving object trajectories;anomalous trajectories;publicly available surveillance video datasets;traffic anomalies;popular neural networks-based classifiers;high-level features;anomaly detection accuracy","","","","46","IEEE","8 Sep 2021","","","IEEE","IEEE Journals"
"Comparative Analysis of Machine Learning Techniques for Island Heightmap Generation","D. Demergis","College of Science and Mathematics Rowan University, Glassboro, NJ, USA","2021 International Joint Conference on Neural Networks (IJCNN)","20 Sep 2021","2021","","","1","8","Traditional approaches to terrain heightmap generation rely on geometric methods to generate a matrix of elevation values using noise functions. More advanced approaches attempt to model the natural processes that shape landmasses in the real world, such as wind, moisture, and rainfall. This survey leverages recent advancements in image generation using generative machine learning models in order to evaluate their effectiveness in this problem space. A variational autoencoder (VAE), generative adversarial network (GAN), and PixelCNN network are trained on real-world island heightmap data and produce realistic island terrain. The author compares the results in terms of image quality and “closeness” to the original real images, and evaluates the trade-off between quality and training/generation speed.","2161-4407","978-1-6654-3900-8","10.1109/IJCNN52387.2021.9533580","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9533580","machine learning;generative models;deep learning;variational autoencoder;generative adversarial network;PixelCNN;PixelRNN;terrain generation;landscape generation;heightmap;image synthesis","Training;Image quality;Analytical models;Shape;Neural networks;Moisture;Machine learning","data visualisation;image texture;learning (artificial intelligence);rendering (computer graphics);terrain mapping","machine learning techniques;island heightmap generation;geometric methods;elevation values;noise functions;advanced approaches;natural processes;shape landmasses;survey leverages recent advancements;image generation;generative machine learning models;problem space;generative adversarial network;PixelCNN network;real-world island heightmap data;realistic island terrain;image quality;original real images;trade-off between quality;comparative analysis","","","","10","","20 Sep 2021","","","IEEE","IEEE Conferences"
